count,start_station_id,start_station_name
3817,3543,Morningside Dr & Amsterdam Ave
3814,3299,E 98 St & Park Ave
3798,3523,24 Ave & 29 St
3794,3522,37 St & 24 Ave
3740,3503,Madison Ave & E 120 St
3687,3715,Driggs Ave & N 9 St
3665,3043,Lewis Ave & Decatur St
3637,3654,31 St & Northern Blvd
3604,3456,Jackson St & Leonard St
3600,3607,31 Ave & 14 St
3594,3573,35 St & 34 Ave
3580,3455,Schermerhorn St & 3 Ave
3518,3483,Montgomery St
3450,3352,Sigourney St & Columbia St
3438,119,Park Ave & St Edwards St
3436,3506,Lexington Ave & E 120 St
3428,3566,Crescent St & 35 Ave
3415,3225,Baldwin at Montgomery
3383,3546,Pacific St & Classon Ave
3379,3393,Richards St & Delavan St
3372,152,Warren St & Church St
3322,3554,Vernon Blvd & 41 Rd
3292,3061,Throop Ave & Myrtle Ave
3242,3342,Pioneer St & Richards St
3233,3103,N 11 St & Wythe Ave
3203,3073,Division Ave & Hooper St
3180,3128,21 St & 43 Ave
3163,3280,Astor Place
3076,3505,Lexington Ave & E 127 St
3026,3587,Carroll St & Washington Ave
3022,3513,21 St & Hoyt Ave S
2999,430,York St & Jay St
2918,3481,York St
2872,3585,Union St & Bedford Ave
2840,3678,Fairmount Ave
2754,3337,Dwight St & Van Dyke St
2741,3340,Wolcott St & Dwight St
2729,3326,Clinton St & Centre St
2703,3646,35 Ave & 10 St
2686,3679,Bergen Ave
2681,449,W 52 St & 9 Ave
2605,3193,Lincoln Park
2601,3691,28 Ave & 44 St
2589,3612,30 Ave & 21 St
2542,3477,39 St & 2 Ave - Citi Bike HQ at Industry City
2519,NULL,NULL
2518,433,old - E 13 St & Avenue A
2489,3525,23 Ave & 27 St
2487,3621,27 Ave & 9 St
2474,3601,Sterling St & Bedford Ave
2455,3330,Henry St & Bay St
2452,3044,Albany Ave & Fulton St
2445,3268,Lafayette Park
2392,3206,Hilltop
2365,2001,Sands St & Navy St
2304,3647,48 Ave & 30 Pl
2222,3198,Heights Elevator
2175,3492,E 118 St & Park Ave
2144,3220,5 Corners Library
2139,3631,Crown St & Bedford Ave
2127,3661,Montgomery St & Franklin Ave
2109,3669,Henry St & W 9 St
2047,3212,Christ Hospital
2021,3692,5 St & Market St
1991,3718,E 11 St & Avenue B
1966,3281,Leonard Gordon Park
1927,3625,28 St & 40 Ave
1919,3394,Columbia St & W 9 St
1899,3590,Carroll St & Franklin Ave
1825,3677,Glenwood Ave
1818,3196,Riverview Park
1794,3644,Van Dyke St & Van Brunt St
1670,3586,34 Ave & 13 St
1659,3557,40 Ave & 9 St
1607,253,W 13 St & 5 Ave -moved to 5947.04
1538,3596,Sullivan Pl & Bedford Ave
1515,3700,E 87 St & 3 Ave
1513,3277,Communipaw & Berry Lane
1501,3564,21 St & 36 Ave
1478,3559,21 St & 38 Ave
1403,2005,Railroad Ave & Kay Ave
1271,3567,11 St & 35 Ave
1245,3620,11 St & 43 Ave
1155,3325,E 95 St & 3 Ave
1140,3512,27 Ave & 4 St
1059,3201,Dey St
1044,3791,Hoboken Ave at Monmouth St
965,3714,Division Av & Hooper St
907,3432,NYCBS Depot - GOW
896,3333,Columbia St & Lorraine St
810,3694,Jackson Square
810,3191,Union St
716,3238,E 80 St & 2 Ave
297,3468,NYCBS Depot - STY - Garage 4
266,3642,E 98 St & Lexington Ave
265,3704,47 Ave & Skillman Ave
236,3721,31 St & Newtown Ave
222,3719,S Portland Ave & Atlantic Ave
162,3395,Henry St & W 9 St [old]
138,3716,40 Ave & Crescent St
124,3239,Bressler
92,3669,Henry St & W 9 St (OLD)
91,3683,Smart Cities Conference
73,3240,NYCBS Depot BAL - DYR
71,3685,Prospect Park - 5 Year Anniversary Celebration
69,3650,8D Mobile 01
62,3395,Henry St & W 9 St
62,3720,Wyckoff St & Bond St
32,3485,NYCBS Depot - RIS
28,3426,JCBS Depot
7,3040,GOW Tech Shop
6,3245,NYCBS DEPOT - DELANCEY
5,3594,Montgomery St & Franklin Ave OLD
5,3487,Prototype Lab Motivate Headquarters
3,3672,Apache
3,3488,8D QC Station 01
3,3040,Handlebar @ Gowanus
2,3036,8D OPS 01
1,428,E 3 St & 1 Ave
1,3250,NYCBS Depot - PIT
