count,start_station_id,start_station_name,start_station_longitude,start_station_latitude
10967,3081,Graham Ave & Grand St,-73.944024,40.711863
11056,3396,Clinton St & 4 Place,-74.00014502,40.6783563
11088,3319,14 St & 5 Ave,-73.98895053,40.666287
11097,3358,Garfield Pl & 8 Ave,-73.97484126,40.6711978
11138,3562,Classon Ave & St Marks Ave,-73.9596082,40.6765198
11151,120,Lexington Ave & Classon Ave,-73.95928168,40.68676793
11156,3102,Driggs Ave & Lorimer St,-73.9504154,40.72179134
11168,3425,2 Ave & E 104 St,-73.94370784,40.7892105
11225,3345,Madison Ave & E 99 St,-73.95242929458618,40.78948541553215
11244,3412,Pacific St & Nevins St,-73.98302136,40.6853761
11261,420,Clermont Ave & Lafayette Ave,-73.96968902,40.68764484
11400,3415,Prospect Pl & 6 Ave,-73.97519523,40.6793307
11462,3375,3 Ave & E 72 St,-73.96060712,40.7699426
11515,3321,Clinton St & Union St,-73.99785267,40.6831164
11518,3377,Carroll St & Bond St,-73.99037292,40.6786115
11520,2022,E 60 St & York Ave,-73.959223,40.759107
11541,3296,E 93 St & 2 Ave,-73.9489196240902,40.782454175279874
11542,275,Washington Ave & Greene Ave,-73.96563307,40.68650065
11557,3125,45 Rd & 11 St,-73.94977234,40.74708586
11566,3080,S 4 St & Rodney St,-73.95608,40.70934
11572,3384,Smith St & 3 St,-73.99599099,40.6787242
11608,3599,Franklin Ave & Empire Blvd,-73.9605695,40.66314
11609,3419,Douglass St & 4 Ave,-73.98154004,40.6792788
11638,407,Henry St & Poplar St,-73.991454,40.700469
11642,3496,1 Ave & E 110 St,-73.9383,40.7923272
11656,3357,W 106 St & Amsterdam Ave,-73.9664492472,40.8008363
11708,3581,Underhill Ave & Lincoln Pl,-73.9671457,40.6740123
11721,3422,Columbia St & Degraw St,-74.00242364,40.6859296
11725,3276,Marin Light Rail,-74.04281705617905,40.71458403535893
11806,3453,Devoe St & Lorimer St,-73.9491033554077,40.71335226222875
11842,3407,Union St & Nevins St,-73.98765474557877,40.67909799721684
11865,3284,E 88 St & Park Ave,-73.95595908164978,40.781410700190015
11889,3529,Lenox Ave & W 130 St,-73.9430681,40.8107922
11959,242,Carlton Ave & Flushing Ave,-73.973736,40.697787
11991,3076,Scholes St & Manhattan Ave,-73.9448625,40.70870368
12046,3593,31 St & Broadway,-73.925921,40.761584
12144,3430,Richardson St & N Henry St,-73.94223690032959,40.71907891179564
12212,3300,Prospect Park West & 8 St,-73.97637605667114,40.66514681533792
12222,3329,Degraw St & Smith St,-73.99318208,40.6829151
12223,344,Monroe St & Bedford Ave,-73.95380904,40.6851443
12233,353,S Portland Ave & Hanson Pl,-73.97431458,40.68539567
12265,3083,Bushwick Ave & Powers St,-73.94100005,40.71247661
12297,3304,6 Ave & 9 St,-73.98377641,40.668127
12302,365,Fulton St & Grand Ave,-73.9614583,40.68223166
12320,3671,E 81 St & 2 Ave,-73.95427465438843,40.774779448957275
12366,3359,E 68 St & Madison Ave,-73.96703464,40.7691572
12746,3437,Riverside Dr & W 91 St,-73.97700369358063,40.79313480986663
12749,3398,Smith St & 9 St,-73.99785768,40.6746957
12787,3176,W 64 St & West End Ave,-73.98753759,40.77452835
12801,3117,Franklin St & Dupont St,-73.95866,40.73564
12836,248,Laight St & Hudson St,-74.00771779,40.72185379
12855,243,Fulton St & Rockwell Pl,-73.979382,40.688226
12875,3369,E 82 St & East End Ave,-73.9468208,40.7724607
12911,3294,E 91 St & Park Ave,-73.955327,40.7835016
12952,3434,W 88 St & West End Ave,-73.97718340158461,40.79025417330419
13014,3298,Warren St & Court St,-73.99383324,40.686371
13077,83,Atlantic Ave & Fort Greene Pl,-73.97632328,40.68382604
13086,3552,W 113 St & Broadway,-73.964928,40.805973
13112,418,Front St & Gold St,-73.982578,40.70224
13323,3364,Carroll St & 5 Ave,-73.9814832,40.6751622
13337,3536,W 116 St & Broadway,-73.9641,40.8082
13407,262,Washington Park,-73.9737299,40.6917823
13418,3308,Kane St & Clinton St,-73.99645295,40.6861758
13473,3400,E 110 St & Madison Ave,-73.94782145,40.7961535
13476,3547,Broadway & Moylan Pl,-73.9590255,40.8143256
13533,3335,Union St & 4 Ave,-73.98282002,40.6772744
13576,3538,W 110 St & Amsterdam Ave,-73.96295,40.802692
13599,3361,Carroll St & 6 Ave,-73.9787282,40.6740886
13611,3668,Leonard St & Nassau Ave,-73.94984364509583,40.7239567849954
13618,3518,Lenox Ave & W 126 St,-73.9452087,40.808442
13661,284,Greenwich Ave & 8 Ave,-74.0026376103,40.7390169121
13672,322,Clinton St & Tillary St,-73.991218,40.696192
13695,3341,Central Park West & W 102 St,-73.96186,40.795346
13777,3701,Cliff St & Fulton St,-74.00504082441329,40.70831794366396
13790,260,Broad St & Bridge St,-74.01167797,40.70365182
13809,3526,31 St & 23 Ave,-73.9125551,40.7747878
13819,3584,Eastern Pkwy & Franklin Ave,-73.9576801,40.6707767
13824,3688,2 Ave & E 55 St,-73.96638214588165,40.757920208794026
13836,3648,Flushing Ave & Vanderbilt Ave,-73.97077560424805,40.697950315695444
13895,3489,Gold St & Frankfort St,-74.00354146957397,40.71069994631387
13931,3497,Pleasant Ave & E 116 St,-73.9333349,40.7949879
13980,3077,Stagg St & Union Ave,-73.95095259,40.70877084
14064,3100,Nassau Ave & Newell St,-73.94752621650696,40.724812564400175
14119,3508,St Nicholas Ave & Manhattan Ave,-73.953149,40.809725
14148,3411,Bond St & Bergen St,-73.98620772,40.6849668
14184,232,Cadman Plaza E & Tillary St,-73.99014892,40.69597683
14238,3202,Newport PATH,-74.0337589,40.7272235
14265,3370,E 78 St & 2 Ave,-73.95577801,40.7727966
14267,3288,E 88 St & 1 Ave,-73.9488134,40.778301
14300,3558,Bergen St & Vanderbilt Ave,-73.9680438,40.6794388
14304,3663,Sterling Pl & 7 Ave,-73.973827958107,40.67716489469059
14305,3373,3 St & 3 Ave,-73.98775226,40.6750705
14430,493,W 45 St & 6 Ave,-73.98291153,40.7568001
14516,3639,Harborside,-74.034234,40.7192517
14631,3131,E 68 St & 3 Ave,-73.96224617958069,40.76712840349542
14841,261,Johnson St & Gold St,-73.98362464,40.69474881
14850,3126,44 Dr & Jackson Ave,-73.9432635,40.74718234
14858,306,Cliff St & Fulton St_1,-74.00530063,40.70823502
14867,3328,W 100 St & Manhattan Ave,-73.9645,40.795
14935,3331,Riverside Dr & W 104 St,-73.9711457439,40.8013434
14942,3420,Douglass St & 3 Ave,-73.98432695,40.6802133
15008,3106,Driggs Ave & N Henry St,-73.94308,40.72325
15018,3224,W 13 St & Hudson St,-74.00513872504234,40.73997354103409
15073,313,Washington Ave & Park Ave,-73.96751037,40.69610226
15190,3365,3 St & 7 Ave,-73.97839676,40.6703837
15229,3576,Park Pl & Vanderbilt Ave,-73.969024,40.6767
15263,3289,W 90 St & Amsterdam Ave,-73.97288918495178,40.79017948095081
15312,3064,Myrtle Ave & Lewis Ave,-73.93756926,40.69681963
15373,3378,E 76 St & Park Ave,-73.96222088,40.773763
15392,3637,Fulton St & Waverly Ave,-73.96599590778351,40.683238654603414
15404,3539,W 116 St & Amsterdam Ave,-73.9607082,40.8067581
15463,3150,E 85 St & York Ave,-73.94803392,40.77536905
15469,3414,Bergen St & Flatbush Ave,-73.97567331790923,40.680944723477296
15472,3366,West End Ave & W 107 St,-73.9681805305,40.8021174
15489,3118,McGuinness Blvd & Eagle St,-73.95284,40.73555
15514,354,Emerson Pl & Myrtle Ave,-73.96223558,40.69363137
15532,241,DeKalb Ave & S Portland Ave,-73.97493121,40.68981035
15671,3312,1 Ave & E 94 St,-73.94594,40.7817212
15837,3195,Sip Ave,-74.06391263008118,40.73089709786179
15837,3195,Sip Ave,-74.06378388404846,40.73074262530658
15849,3417,Baltic St & 5 Ave,-73.97854971,40.6795766
15929,3135,E 75 St & 3 Ave,-73.95772297,40.77112927
15943,3115,India St & Manhattan Ave,-73.9550858,40.73232194
15966,339,Avenue D & E 12 St,-73.97422494,40.72580614
16003,416,Cumberland St & Lafayette Ave,-73.97265183,40.68753406
16035,3145,E 84 St & Park Ave,-73.95772073,40.77862688
16044,3151,E 81 St & York Ave,-73.94989233,40.7728384
16164,3408,Congress St & Clinton St,-73.99520919,40.6881529
16183,3307,West End Ave & W 94 St,-73.974124,40.7941654
16202,3082,Hope St & Union Ave,-73.95141312,40.71167351
16276,3178,Riverside Dr & W 78 St,-73.98362492,40.78414472
16311,3323,W 106 St & Central Park West,-73.9605909006,40.7981856
16403,3376,E 65 St & 2 Ave,-73.96222069859505,40.76471851944339
16405,3109,Banker St & Meserole Ave,-73.95621,40.72606
16413,3116,Huron St & Franklin St,-73.95826,40.73266
16455,3697,W 64 St & Thelonious Monk Circle,-73.98918695747852,40.77515953434235
16576,437,Macon St & Nostrand Ave,-73.9500479759,40.6809833854
16601,364,Lafayette Ave & Classon Ave,-73.96023854,40.68900443
16606,3368,5 Ave & 3 St,-73.98352355,40.6728155
16696,3292,5 Ave & E 93 St,-73.957481,40.7857851
17026,3124,46 Ave & 5 St,-73.95451,40.74731
17038,3242,Schermerhorn St & Court St,-73.99183362722397,40.69102925677968
17281,3087,Metropolitan Ave & Meeker Ave,-73.95234386,40.71413311
17397,3101,N 12 St & Bedford Ave,-73.95484712,40.72079821
17408,249,Harrison St & Hudson St,-74.0090009,40.71870987
17443,3139,E 72 St & Park Ave,-73.96409422159195,40.77118287540658
17540,291,Madison St & Montgomery St,-73.984844,40.713126
17570,244,Willoughby Ave & Hall St,-73.96536851,40.69196035
17606,3096,Union Ave & N 12 St,-73.95242,40.71924
17656,399,Lafayette Ave & St James Pl,-73.9647628,40.68851534
17672,3356,Amsterdam Ave & W 66 St,-73.98470567,40.7746671
17693,3146,E 81 St & 3 Ave,-73.9567526,40.77573034
17695,3108,Nassau Ave & Russell St,-73.94434,40.72557
17879,3711,E 13 St & Avenue A,-73.98067966103554,40.72966729392978
17881,3336,E 97 St & Madison Ave,-73.953559,40.787801
17945,3315,Henry St & Degraw St,-73.99917254,40.6847514
17991,282,Kent Ave & S 11 St,-73.96841526031494,40.707644944175705
18050,341,Stanton St & Mangin St,-73.97628939,40.71782143
18133,3078,Broadway & Roebling St,-73.96063148975372,40.70924826276157
18260,3553,Frederick Douglass Blvd & W 112 St,-73.957145,40.801694
18262,390,Duffield St & Willoughby St,-73.9842844,40.69221589
18381,3351,E 102 St & 1 Ave,-73.94164802,40.7869946
18607,310,State St & Smith St,-73.98912867,40.68926942
18617,337,Old Slip & Front St,-74.00838676,40.7037992
18839,3172,W 74 St & Columbus Ave,-73.97754961,40.7785669
18957,332,Cherry St,-73.97948148,40.71219906
18981,516,E 47 St & 1 Ave,-73.96784384,40.75206862
19004,331,Pike St & Monroe St,-73.99193043,40.71173107
19013,274,Lafayette Ave & Fort Greene Pl,-73.976682,40.68691865
19079,266,Avenue D & E 8 St,-73.97574813,40.72368361
19116,3293,W 92 St & Broadway,-73.9739,40.7921
19166,3169,Riverside Dr & W 82 St,-73.98128127,40.78720869
19193,408,Market St & Cherry St,-73.99400398,40.71076228
19195,3346,Berkeley Pl & 7 Ave,-73.97523209452629,40.675146838709786
19402,471,Grand St & Havemeyer St,-73.95698119,40.71286844
19489,253,W 13 St & 5 Ave,-73.99453948,40.73543934
19496,3354,3 St & Prospect Park West,-73.97363831,40.668132
19631,414,Pearl St & Anchorage Pl,-73.98765762,40.70281858
19684,3362,Madison Ave & E 82 St,-73.96069399,40.7781314
19765,3383,Cathedral Pkwy & Broadway,-73.96699104,40.804213
19841,270,Adelphi St & Myrtle Ave,-73.97178913,40.69308257
19880,3113,Greenpoint Ave & Manhattan Ave,-73.95394,40.73026
19884,258,DeKalb Ave & Vanderbilt Ave,-73.96885458,40.68940747
19909,3203,Hamilton Park,-74.044247311,40.727595966
20593,3382,Carroll St & Smith St,-73.99475825,40.680611
20779,3134,3 Ave & E 62 St,-73.96526895,40.76312584
20896,3534,Frederick Douglass Blvd & W 117 St,-73.954692,40.805159
21191,3418,Plaza St West & Flatbush Ave,-73.97111473,40.6750207
21222,157,Henry St & Atlantic Ave,-73.99612349,40.69089272
21234,356,Bialystoker Pl & Delancey St,-73.98261206,40.71622644
21285,534,Water - Whitehall Plaza,-74.0127234,40.70255065
21413,340,Madison St & Clinton St,-73.98776323,40.71269042
21477,2023,E 55 St & Lexington Ave,-73.97031366,40.75968085
21573,3350,W 100 St & Broadway,-73.97041192,40.7973721
21604,349,Rivington St & Ridge St,-73.98329859,40.71850211
21614,342,Columbia St & Rivington St,-73.98016555,40.71739973
21706,3110,Meserole Ave & Manhattan Ave,-73.95299117,40.72708584
21802,527,E 33 St & 2 Ave,-73.976056,40.744023
21881,411,E 6 St & Avenue D,-73.97668709,40.72228087
21886,3367,5 Ave & E 103 St,-73.95249933,40.7922553
22107,314,Cadman Plaza West & Montague St,-73.990539,40.69383
22162,3148,E 84 St & 1 Ave,-73.95068615,40.77565541
22244,360,William St & Pine St,-74.00887308,40.70717936
22287,3320,Central Park West & W 100 St,-73.96286845207214,40.79406660818552
22363,276,Duane St & Greenwich St,-74.0104554,40.71748752
22570,3285,W 87 St & Amsterdam Ave,-73.9747,40.78839
22619,3232,Bond St & Fulton St,-73.98304268717766,40.68962188790333
22836,3136,5 Ave & E 63 St,-73.971518,40.766368
22890,376,John St & William St,-74.00722156,40.70862144
22928,454,E 51 St & 1 Ave,-73.96592976,40.75455731
22955,393,E 5 St & Avenue C,-73.97995466,40.72299208
23051,324,DeKalb Ave & Hudson Ave,-73.981013,40.689888
23139,264,Maiden Ln & Pearl St,-74.00731853,40.70706456
23149,3162,W 78 St & Broadway,-73.98093133,40.78339981
23231,398,Atlantic Ave & Furman St,-73.9999786,40.69165183
23318,3349,Grand Army Plaza & Plaza St West,-73.97087984,40.6729679
23335,389,Broadway & Berry St,-73.96525063,40.71044554
23381,481,S 3 St & Bedford Ave,-73.96264403,40.71260486
23406,3462,E 44 St & 2 Ave,-73.97138714790344,40.75118387463277
23442,406,Hicks St & Montague St,-73.99595065,40.69512845
23469,3486,Schermerhorn St & Bond St,-73.98451656103134,40.688417427540834
23555,3457,E 58 St & Madison Ave,-73.97209525108337,40.76302594280519
23738,392,Jay St & Tech Pl,-73.987167,40.695065
23757,3086,Graham Ave & Conselyea St,-73.944507,40.715143
23834,3466,W 45 St & 6 Ave (OLD),-73.98257732391357,40.75668720603179
23914,366,Clinton Ave & Myrtle Ave,-73.968896,40.693261
24206,3507,Park Ave & E 124 St,-73.9396861,40.8045555
24213,3635,W 36 St & 9 Ave,-73.99516761302948,40.75462324029105
24538,3155,Lexington Ave & E 63 St,-73.96648977,40.76440023
24593,3301,Columbus Ave & W 95 St,-73.968087,40.7919557
24696,143,Clinton St & Joralemon St,-73.99337909,40.69239502
24758,302,Avenue D & E 3 St,-73.97793172,40.72082834
24775,308,St James Pl & Oliver St,-73.99851193,40.71307916
24778,2009,Catherine St & Monroe St,-73.99682619,40.71117444
24826,321,Cadman Plaza E & Red Cross Pl,-73.98971773,40.69991755
24989,316,Fulton St & William St,-74.00653609,40.70955958
25160,3305,E 91 St & 2 Ave,-73.94965589046478,40.78112229934166
25203,323,Lawrence St & Willoughby St,-73.98631746,40.69236178
25241,3119,Vernon Blvd & 50 Ave,-73.95411749,40.74232744
25254,415,Pearl St & Hanover Square,-74.00926027,40.7047177
25396,3318,2 Ave & E 96 St,-73.9471673,40.7839636
25482,3521,Lenox Ave & W 111 St,-73.9523,40.7987859
25510,362,Broadway & W 37 St,-73.98753523,40.75172632
25800,522,E 51 St & Lexington Ave,-73.97207836,40.75714758
25942,320,Leonard St & Church St,-74.005549,40.717571
26105,427,Bus Slip & State St,-74.013942,40.701907
26211,386,Centre St & Worth St,-74.00234482,40.71494807
26258,357,E 11 St & Broadway,-73.99158043,40.73261787
26483,3177,W 84 St & Broadway,-73.977112,40.7867947
26504,3129,Queens Plaza North & Crescent St,-73.94073717,40.75110165
26560,3132,E 59 St & Madison Ave,-73.97109243,40.76350532
26563,3372,E 74 St & 1 Ave,-73.95482273,40.7689738
26608,467,Dean St & 4 Ave,-73.97895137,40.68312489
26725,351,Front St & Maiden Ln,-74.00612572,40.70530954
26866,3166,Riverside Dr & W 72 St,-73.98562431335449,40.78057799010334
27100,330,Reade St & Broadway,-74.00562789,40.71450451
27126,3243,E 58 St & 1 Ave,-73.96226227283478,40.75892386377695
27540,3092,Berry St & N 8 St,-73.95852515,40.7190095
27772,3175,W 70 St & Amsterdam Ave,-73.98288594,40.77748046
27866,3402,Court St & State St,-73.99203074,40.6902375
27893,3107,Bedford Ave & Nassau Ave,-73.95212324,40.72311651
27929,3423,West Drive & Prospect Park West,-73.97945255041122,40.6610633719006
28017,247,Perry St & Bleecker St,-74.00483091,40.73535398
28044,228,E 48 St & 3 Ave,-73.971878855,40.7546011026
28278,295,Pike St & E Broadway,-73.99293911,40.71406667
28319,3259,9 Ave & W 28 St,-73.99923384189606,40.74937024193277
28408,3314,W 95 St & Broadway,-73.971888,40.7937704
28478,238,Bank St & Washington St,-74.00859207,40.7361967
28788,280,E 10 St & 5 Ave,-73.99510132,40.73331967
28910,3173,Riverside Blvd & W 67 St,-73.98888587951659,40.777507027547976
28924,79,Franklin St & W Broadway,-74.00666661,40.71911552
29000,3658,W 18 St & 9 Ave,-74.00367558002472,40.7435337324616
29017,473,Rivington St & Chrystie St,-73.9919254,40.72110063
29142,3684,W 12 St & W 4 St,-74.00398269295692,40.73756121181137
29207,239,Willoughby St & Fleet St,-73.9813018,40.69196566
29428,150,E 2 St & Avenue C,-73.98085795,40.7208736
29572,3674,Jay St & York St,-73.98672670125961,40.701403172577244
29760,3226,W 82 St & Central Park West,-73.97137,40.78275
29919,3680,E 43 St & 5 Ave,-73.98025184869766,40.754120810779256
30011,3170,W 84 St & Columbus Ave,-73.97283406,40.78499979
30060,3090,N 8 St & Driggs Ave,-73.95600096,40.71774592
30395,3440,Fulton St & Adams St,-73.98949474096298,40.692418292578466
30418,146,Hudson St & Reade St,-74.0091059,40.71625008
30673,3283,W 89 St & Columbus Ave,-73.97041561,40.7882213
30815,3171,Amsterdam Ave & W 82 St,-73.97667321,40.78524672
30985,2000,Front St & Washington St,-73.98940236,40.70255088
31087,3360,Amsterdam Ave & W 79 St,-73.9786517,40.7829391
31425,422,W 59 St & 10 Ave,-73.988038,40.770513
31468,455,1 Ave & E 44 St,-73.96905301,40.75001986
31614,3112,Milton St & Franklin St,-73.95779,40.72906
31632,513,W 56 St & 10 Ave,-73.988639,40.768254
31711,391,Clark St & Henry St,-73.99344559,40.69760127
31972,259,South St & Whitehall St,-74.01234218,40.70122128
32225,3431,E 35 St & 3 Ave,-73.977885,40.746524
32356,164,E 47 St & 2 Ave,-73.97032517,40.75323098
32376,3459,E 53 St & 3 Ave,-73.96930575370789,40.75763227739443
32550,217,Old Fulton St,-73.99383605,40.70277159
32625,441,E 52 St & 2 Ave,-73.967416,40.756014
32889,3161,W 76 St & Columbus Ave,-73.97728532552719,40.7801839724239
33151,369,Washington Pl & 6 Ave,-74.00026394,40.73224119
33177,345,W 13 St & 6 Ave,-73.99704374,40.73649403
33514,484,W 44 St & 5 Ave,-73.98014437,40.75500254
33524,440,E 45 St & 3 Ave,-73.97282625,40.75255434
33603,3374,Central Park North & Adam Clayton Powell Blvd,-73.955613,40.799484
33640,3156,E 72 St & York Ave,-73.95348296,40.76663814
34059,309,Murray St & West St,-74.013012,40.7149787
34308,3160,Central Park West & W 76 St,-73.97374737,40.77896784
34455,311,Norfolk St & Broome St,-73.98802084,40.7172274
34512,279,Peck Slip & Front St,-74.00167,40.707873
34640,3632,E 12 St & Avenue B,-73.97881150245667,40.728048571362606
34838,502,Henry St & Grand St,-73.981346,40.714215
34998,3687,E 33 St & 1 Ave,-73.97449783980846,40.74322681432173
35004,3659,W 17 St & 9 Ave,-74.00413691997528,40.74294891660091
35046,423,W 54 St & 9 Ave,-73.98690506,40.76584941
35498,257,Lispenard St & Broadway,-74.00247214,40.71939226
35858,296,Division St & Bowery,-73.9970468,40.71413089
36023,485,W 37 St & 5 Ave,-73.98338988,40.75038009
36054,470,W 20 St & 8 Ave,-74.00004031,40.74345335
36138,2002,Wythe Ave & Metropolitan Ave,-73.963198,40.716887
36307,2010,Grand St & Greene St,-74.00234737,40.72165481
36355,350,Clinton St & Grand St,-73.9870295,40.71559509
36420,3461,Murray St & Greenwich St,-74.01122331619263,40.714851505262516
36669,254,W 11 St & 6 Ave,-73.99800419,40.73532427
36683,439,E 4 St & 2 Ave,-73.98978041,40.7262807
36855,355,Bayard St & Baxter St,-73.99974372,40.71602118
36935,252,MacDougal St & Washington Sq,-73.99852205,40.73226398
37330,3143,5 Ave & E 78 St,-73.96427392959595,40.77632142182271
37891,456,E 53 St & Madison Ave,-73.97402311,40.7597108
37945,3409,Bergen St & Smith St,-73.99063168,40.6867443
37990,2012,E 27 St & 1 Ave,-73.976806,40.739445
38142,3223,E 55 St & 3 Ave,-73.96865397691727,40.758996559605116
38258,161,LaGuardia Pl & W 3 St,-73.99810231,40.72917025
38272,500,Broadway & W 51 St,-73.98336183,40.76228826
38579,303,Mercer St & Spring St,-73.99949601,40.72362738
38654,3467,W Broadway & Spring Street,-74.00165855884552,40.72494672359416
38711,3186,Grove St PATH,-74.04311746358871,40.71958611647166
38734,346,Bank St & Hudson St,-74.00618026,40.73652889
38781,328,Watts St & Greenwich St,-74.00965965,40.72405549
39407,3295,Central Park W & W 96 St,-73.964839,40.79127
39476,325,E 19 St & 3 Ave,-73.98473765,40.73624527
39640,3472,W 15 St & 10 Ave,-74.00747358798981,40.742753828659026
40006,174,E 25 St & 1 Ave,-73.97738662,40.7381765
40054,460,S 4 St & Wythe Ave,-73.96590294,40.71285887
40088,3463,E 16 St & Irving Pl,-73.98797392845154,40.735367055605394
40182,532,S 5 Pl & S 5 St,-73.960876,40.710451
40243,533,Broadway & W 38 St,-73.98721619,40.75299641
40263,3147,E 85 St & 3 Ave,-73.95407149,40.77801203
40314,433,E 13 St & Avenue A,-73.98057249,40.72955361
40412,363,West Thames St,-74.01713445,40.70834698
40649,474,5 Ave & E 29 St,-73.98683077,40.7451677
40884,72,W 52 St & 11 Ave,-73.99392888,40.76727216
40903,3093,N 6 St & Bedford Ave,-73.95850939,40.71745169
40946,508,W 46 St & 11 Ave,-73.99667444,40.76341379
41000,480,W 53 St & 10 Ave,-73.99061728,40.76669671
41042,3140,1 Ave & E 78 St,-73.9535166,40.77140426
41130,317,E 6 St & Avenue B,-73.98185424,40.72453734
41543,525,W 34 St & 11 Ave,-74.0021163,40.75594159
41739,3458,W 55 St & 6 Ave,-73.9783501625061,40.76309387270797
41838,394,E 9 St & Avenue C,-73.97768752,40.72521311
41859,3474,6 Ave & Spring St,-74.00412082672119,40.7252556952547
41906,469,Broadway & W 53 St,-73.98268129,40.76344058
41928,3656,E 2 St & Avenue A,-73.98583620786667,40.72307749068673
42178,267,Broadway & W 36 St,-73.98765428,40.75097711
42259,195,Liberty St & Broadway,-74.01043382,40.70905623
42662,3142,1 Ave & E 62 St,-73.96094022,40.7612274
42670,388,W 26 St & 10 Ave,-74.002950346,40.749717753
42776,3168,Central Park West & W 85 St,-73.96961715,40.78472675
42790,520,W 52 St & 5 Ave,-73.97648516,40.75992262
42996,301,E 2 St & Avenue B,-73.98368779,40.72217444
43103,335,Washington Pl & Broadway,-73.99404649,40.72903917
43206,223,W 13 St & 7 Ave,-73.99994661,40.73781509
43251,546,E 30 St & Park Ave S,-73.98303529,40.74444921
43274,305,E 58 St & 3 Ave,-73.96724467,40.76095756
43285,3016,Kent Ave & N 7 St,-73.96165072917938,40.72036775298455
43290,377,6 Ave & Canal St,-74.00566443,40.72243797
43664,3664,North Moore St & Greenwich St,-74.0103006362915,40.72019521437465
43801,495,W 47 St & 10 Ave,-73.99301222,40.76269882
43939,3686,Gansevoort St & Hudson St,-74.00507032871246,40.739448201304036
43974,268,Howard St & Centre St,-73.99973337,40.71910537
44650,3235,E 41 St & Madison Ave,-73.97992193698882,40.752165280621966
44699,536,1 Ave & E 30 St,-73.97536082,40.74144387
44732,539,Metropolitan Ave & Bedford Ave,-73.96024116,40.71534825
44837,3236,W 42 St & Dyer Ave,-73.99379968643188,40.75898481399634
44901,412,Forsyth St & Canal St,-73.99422366,40.7158155
45121,3429,Hanson Pl & Ashland Pl,-73.97790759801863,40.68506807308177
45350,526,E 33 St & 5 Ave,-73.98490707,40.74765947
45383,3159,W 67 St & Broadway,-73.98266566,40.77492513
45396,515,W 43 St & 10 Ave,-73.99461843,40.76009437
45678,319,Fulton St & Broadway,-74.009447,40.711066
45691,501,FDR Drive & E 35 St,-73.97121214,40.744219
46623,167,E 39 St & 3 Ave,-73.97604882,40.7489006
46665,304,Broadway & Battery Pl,-74.01361706,40.70463334
46805,503,E 20 St & Park Ave,-73.98751968,40.73827428
46811,448,W 37 St & 10 Ave,-73.9979009,40.75660359
46991,476,E 31 St & 3 Ave,-73.97966069,40.74394314
47081,524,W 43 St & 6 Ave,-73.98316936,40.75527307
47099,361,Allen St & Hester St,-73.99190759,40.71605866
47568,3137,5 Ave & E 73 St,-73.96685276,40.77282817
47645,212,W 16 St & The High Line,-74.00681753,40.74334935
47724,3244,University Pl & E 8 St,-73.99490341544151,40.73143724085228
48285,447,8 Ave & W 52 St,-73.9851615,40.76370739
48356,3158,W 63 St & Broadway,-73.98261428,40.77163851
48378,529,W 42 St & 8 Ave,-73.99098507,40.7575699
48418,530,11 Ave & W 59 St,-73.990541,40.771522
48418,530,11 Ave & W 59 St,-73.99046033620834,40.77149671054441
48687,417,Barclay St & Church St,-74.01020234,40.71291224
48755,3282,5 Ave & E 88 St,-73.95939,40.78307
48761,265,Stanton St & Chrystie St,-73.99147535,40.72229346
48977,410,Suffolk St & Stanton St,-73.98517977,40.72066442
49093,3163,Central Park West & W 68 St,-73.97782542,40.7734066
49101,334,W 20 St & 7 Ave,-73.99726235,40.74238787
49650,315,South St & Gouverneur Ln,-74.00670227,40.70355377
49787,478,11 Ave & W 41 St,-73.99884222,40.76030096
49851,537,Lexington Ave & E 24 St,-73.98409214,40.74025878
49907,2021,W 45 St & 8 Ave,-73.98859651,40.75929124
50096,326,E 11 St & 1 Ave,-73.98426726,40.72953837
50251,540,Lexington Ave & E 29 St,-73.98215353488922,40.74311555376486
50658,383,Greenwich Ave & Charles St,-74.000271,40.735238
50950,528,2 Ave & E 31 St,-73.97706058,40.74290902
51197,2003,1 Ave & E 18 St,-73.98054420948029,40.733812191966315
51240,401,Allen St & Rivington St,-73.98997825,40.72019576
52125,380,W 4 St & 7 Ave S,-74.00293877,40.73401143
52241,2008,Little West St & 1 Pl,-74.01677685,40.70569254
52808,531,Forsyth St & Broome St,-73.99266288,40.71893904
52825,403,E 2 St & 2 Ave,-73.99069656,40.72502876
52953,3443,W 52 St & 6 Ave,-73.97982001304626,40.76132983124814
53067,438,St Marks Pl & 1 Ave,-73.98564945,40.72779126
53601,461,E 20 St & 2 Ave,-73.98205027,40.73587678
53712,3165,Central Park West & W 72 St,-73.9762057363987,40.77579376683666
54700,307,Canal St & Rutgers St,-73.98990025,40.71427487
55176,236,St Marks Pl & 2 Ave,-73.98713956,40.7284186
55261,251,Mott St & Prince St,-73.99480012,40.72317958
55669,336,Sullivan St & Washington Sq,-73.99906065,40.73047747
55702,3256,Pier 40 - Hudson River Park,-74.01129573583603,40.7277140777778
55781,312,Allen St & Stanton St,-73.989111,40.722055
55857,347,Greenwich St & W Houston St,-74.008591,40.728846
56457,3258,W 27 St & 10 Ave,-74.00218427181244,40.75018156325683
56801,468,Broadway & W 56 St,-73.98192338,40.7652654
56912,3167,Amsterdam Ave & W 73 St,-73.98093044757842,40.77966809007312
57077,297,E 15 St & 3 Ave,-73.986923,40.734232
